Country Name,Country Code,Indicator Name,Indicator Code,Year,Renewable Output
Poland,POL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,2.99068767908309
Puerto Rico (US),PRI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.547825887638389
"Korea, Dem. People's Rep.",PRK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,52.5773195876289
Portugal,PRT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,30.2988757883192
Paraguay,PRY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,99.9801839527406
West Bank and Gaza,PSE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
French Polynesia,PYF,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,27.6700115641437
Qatar,QAT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Romania,ROU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,28.4553471714099
Russian Federation,RUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,18.9408099652983
Rwanda,RWA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,63.4790419161677
Saudi Arabia,SAU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.000483394219873
Sudan,SDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,49.9275982872713
Senegal,SEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.923316708229426
Singapore,SGP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,4.35427127743565
Solomon Islands,SLB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,1.37307434695244
Sierra Leone,SLE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,34.7826086956522
El Salvador,SLV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,59.9668344684631
"Somalia, Fed. Rep.",SOM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Serbia,SRB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,31.8294177417865
Sao Tome and Principe,STP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,20.6276660572821
Slovak Republic,SVK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,15.96700686822
Slovenia,SVN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,28.6605989430417
Sweden,SWE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,57.2573210524142
Seychelles,SYC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Syrian Arab Republic,SYR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,12.9455526034025
Turks and Caicos Islands,TCA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Chad,TCD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,10.0
Togo,TGO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,51.4285714285714
Thailand,THA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,7.13108348875251
Tajikistan,TJK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,98.6874429704499
Turkmenistan,TKM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.03199593702387
Tonga,TON,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.194363459669582
Trinidad and Tobago,TTO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.376076204433046
Tunisia,TUN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.835315213288033
Turkiye,TUR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,24.9388818622821
Tuvalu,TUV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.226757369614512
Tanzania,TZA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,75.073511785857
Ukraine,UKR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,6.68202630581236
Uruguay,URY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,93.2780706378492
United States,USA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,8.81261648193646
Uzbekistan,UZB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,12.5453459092655
St. Vincent and the Grenadines,VCT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,25.9179265658747
"Venezuela, RB",VEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,73.7484021531353
British Virgin Islands,VGB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Virgin Islands (U.S.),VIR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Viet Nam,VNM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,52.9610707428184
Vanuatu,VUT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,1.83217295712715
Samoa,WSM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,54.0319836679143
Kosovo,XKX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,1.75853905985796
"Yemen, Rep.",YEM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
South Africa,ZAF,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,2.00085441686049
Zambia,ZMB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,99.9955340053592
Zimbabwe,ZWE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,47.0334524660472
Aruba,ABW,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Afghanistan,AFG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,93.5373177008865
Angola,AGO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,61.6855921855922
Albania,ALB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,95.3120643431635
Andorra,AND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,100.0
United Arab Emirates,ARE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Argentina,ARG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,41.617243827229
Armenia,ARM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,16.8442123585727
American Samoa,ASM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Antigua and Barbuda,ATG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Australia,AUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,8.24987201460146
Austria,AUT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,69.8400294640427
Azerbaijan,AZE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,6.85819715340011
Burundi,BDI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,100.0
Belgium,BEL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,2.85388556896055
Benin,BEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,2.37878787878788
Burkina Faso,BFA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,14.6939890710383
Bangladesh,BGD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,7.43451011959522
Bulgaria,BGR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,4.93768195050946
Bahrain,BHR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
"Bahamas, The",BHS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Bosnia and Herzegovina,BIH,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,48.702763677383
Belarus,BLR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.123688305470215
Belize,BLZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,56.651728553137
Bolivia,BOL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,54.2627480532529
Brazil,BRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,84.2906139272103
Barbados,BRB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0193432951303255
Brunei Darussalam,BRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Bhutan,BTN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,99.9813699310687
Botswana,BWA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Central African Republic,CAF,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,99.7055706041691
Canada,CAN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,58.0524008446178
Switzerland,CHE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,60.1687076332611
Chile,CHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,55.0257459265007
China,CHN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,18.9581214478014
Cote d'Ivoire,CIV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,36.8474923234391
Cameroon,CMR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,98.1078791301892
Colombia,COL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,76.8106011784202
Comoros,COM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Cabo Verde,CPV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,2.16362797138241
Cuba,CUB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,6.57101771357605
Curacao,CUW,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,6.49497716894977
Cayman Islands,CYM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Cyprus,CYP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Czechia,CZE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,4.00562648197516
Germany,DEU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,7.23304331811066
Djibouti,DJI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Dominica,DMA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,33.4936490319398
Denmark,DNK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,15.4947122902807
Dominican Republic,DOM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,6.56644930911349
Algeria,DZA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.259154929577465
Ecuador,ECU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,63.9878733031674
"Egypt, Arab Rep.",EGY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,18.7720275689825
Eritrea,ERI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Spain,ESP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,22.1453507092138
Estonia,EST,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.212189084050454
Finland,FIN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,28.9272077974384
Fiji,FJI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,77.6890851449275
France,FRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,14.9187032555093
Faroe Islands,FRO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,32.5663869907447
"Micronesia, Fed. Sts.",FSM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,4.18293363078639
Gabon,GAB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,83.3596304193319
United Kingdom,GBR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,3.1110556694708
Georgia,GEO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,79.795156407669
Ghana,GHA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,84.266446112737
Gibraltar,GIB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Guinea,GIN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,57.2614107883817
"Gambia, The",GMB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.022202486678508
Guinea-Bissau,GNB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Equatorial Guinea,GNQ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,5.36842105263158
Greece,GRC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,6.62911514970952
Grenada,GRD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Greenland,GRL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,52.6894645110884
Guatemala,GTM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,47.5537449075525
Guam,GUM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Guyana,GUY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,4.42278467746161
"Hong Kong SAR, China",HKG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0
Honduras,HND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,48.9282980352131
Croatia,HRV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,56.3549067062222
Haiti,HTI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,47.6430976430976
Hungary,HUN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.705753123712756
Indonesia,IDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,21.9326940170265
India,IND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,13.6197629481384
Ireland,IRL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,5.41244341172229
"Iran, Islamic Rep.",IRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,3.90991482269449
Iraq,IRQ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,1.91621965210381
Iceland,ISL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,99.9502054027138
Israel,ISR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.0455052217241928
Italy,ITA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,22.0289920002294
Jamaica,JAM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,1.48152043269231
Jordan,JOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,0.675586170353689
Japan,JPN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,10.1699450211479
Kazakhstan,KAZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,14.2128497810296
Kenya,KEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,53.1642254771416
Kyrgyz Republic,KGZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2001,90.9490012438721
